Gblade_tsr=7
             x                       y                       z
  -4.55532e-02             9.87500e-01             8.70126e-03
  -4.75594e-02             9.87500e-01             7.17760e-03
  -4.94045e-02             9.87500e-01             5.72992e-03
  -5.10689e-02             9.87500e-01             4.23670e-03
  -5.25641e-02             9.87500e-01             2.80685e-03
  -5.38796e-02             9.87500e-01             1.38214e-03
  -5.50144e-02             9.87500e-01            -2.64907e-05
  -5.59758e-02             9.87500e-01            -1.34884e-03
  -5.67424e-02             9.87500e-01            -2.73092e-03
  -5.73449e-02             9.87500e-01            -3.93197e-03
  -5.77401e-02             9.87500e-01            -5.26441e-03
  -5.79482e-02             9.87500e-01            -6.57213e-03
  -5.79828e-02             9.87500e-01            -7.74760e-03
  -5.79828e-02             9.87500e-01            -7.74760e-03
  -5.76662e-02             9.87500e-01            -8.68556e-03
  -5.71564e-02             9.87500e-01            -9.63851e-03
  -5.64668e-02             9.87500e-01            -1.05116e-02
  -5.56113e-02             9.87500e-01            -1.12065e-02
  -5.45562e-02             9.87500e-01            -1.19863e-02
  -5.33258e-02             9.87500e-01            -1.26799e-02
  -5.19058e-02             9.87500e-01            -1.34077e-02
  -5.03058e-02             9.87500e-01            -1.41145e-02
  -4.85289e-02             9.87500e-01            -1.47954e-02
  -4.65733e-02             9.87500e-01            -1.54847e-02
  -4.44519e-02             9.87500e-01            -1.61071e-02
  -4.21568e-02             9.87500e-01            -1.67479e-02
  -3.97038e-02             9.87500e-01            -1.73147e-02
  -3.70879e-02             9.87500e-01            -1.78745e-02
  -3.43192e-02             9.87500e-01            -1.83823e-02
  -3.14009e-02             9.87500e-01            -1.88465e-02
  -2.83357e-02             9.87500e-01            -1.92823e-02
  -2.51355e-02             9.87500e-01            -1.96364e-02
  -2.17965e-02             9.87500e-01            -1.99765e-02
  -1.83362e-02             9.87500e-01            -2.02106e-02
  -1.47500e-02             9.87500e-01            -2.04145e-02
  -1.10523e-02             9.87500e-01            -2.05249e-02
  -7.24624e-03             9.87500e-01            -2.05624e-02
  -3.33785e-03             9.87500e-01            -2.05279e-02
   6.60682e-04             9.87500e-01            -2.03776e-02
   4.75242e-03             9.87500e-01            -2.01834e-02
   8.91468e-03             9.87500e-01            -1.98253e-02
   1.31562e-02             9.87500e-01            -1.94201e-02
   1.74559e-02             9.87500e-01            -1.88622e-02
   2.18154e-02             9.87500e-01            -1.82163e-02
   2.62232e-02             9.87500e-01            -1.74504e-02
   3.06702e-02             9.87500e-01            -1.65517e-02
   3.51560e-02             9.87500e-01            -1.55725e-02
   3.96600e-02             9.87500e-01            -1.44144e-02
   4.41917e-02             9.87500e-01            -1.32055e-02
   4.87238e-02             9.87500e-01            -1.17972e-02
   5.32674e-02             9.87500e-01            -1.03313e-02
   5.78030e-02             9.87500e-01            -8.71848e-03
   6.23334e-02             9.87500e-01            -7.03806e-03
   6.68499e-02             9.87500e-01            -5.28249e-03
   7.13478e-02             9.87500e-01            -3.47433e-03
   7.58235e-02             9.87500e-01            -1.64372e-03
   8.02688e-02             9.87500e-01             2.12464e-04
   8.46807e-02             9.87500e-01             2.06136e-03
   8.90555e-02             9.87500e-01             3.87215e-03
   9.33853e-02             9.87500e-01             5.64883e-03
   9.76695e-02             9.87500e-01             7.34087e-03
   1.01898e-01             9.87500e-01             8.96920e-03
   1.06068e-01             9.87500e-01             1.04977e-02
   1.10171e-01             9.87500e-01             1.19385e-02
   1.14201e-01             9.87500e-01             1.32888e-02
   1.18153e-01             9.87500e-01             1.45281e-02
   1.22017e-01             9.87500e-01             1.56881e-02
   1.25793e-01             9.87500e-01             1.67157e-02
   1.29466e-01             9.87500e-01             1.76760e-02
   1.33039e-01             9.87500e-01             1.84967e-02
   1.36496e-01             9.87500e-01             1.92643e-02
   1.39840e-01             9.87500e-01             1.98997e-02
   1.43055e-01             9.87500e-01             2.04932e-02
   1.46145e-01             9.87500e-01             2.09622e-02
   1.49094e-01             9.87500e-01             2.13943e-02
   1.51907e-01             9.87500e-01             2.17209e-02
   1.54569e-01             9.87500e-01             2.20109e-02
   1.57082e-01             9.87500e-01             2.22244e-02
   1.59436e-01             9.87500e-01             2.23963e-02
   1.61628e-01             9.87500e-01             2.25295e-02
   1.63655e-01             9.87500e-01             2.26147e-02
   1.65509e-01             9.87500e-01             2.26927e-02
   1.67191e-01             9.87500e-01             2.27219e-02
   1.68693e-01             9.87500e-01             2.27442e-02
   1.70014e-01             9.87500e-01             2.27638e-02
   1.71149e-01             9.87500e-01             2.27806e-02
   1.72098e-01             9.87500e-01             2.27947e-02
   1.72859e-01             9.87500e-01             2.28060e-02
   1.73431e-01             9.87500e-01             2.28145e-02
   1.73813e-01             9.87500e-01             2.28202e-02
   1.74004e-01             9.87500e-01             2.28230e-02
  -5.79828e-02             9.87500e-01            -7.74760e-03

  -4.56697e-02             1.27500e+00            -3.07214e-03
   1.37002e-01             1.27500e+00             9.31690e-03
   1.36852e-01             1.27500e+00             9.33219e-03
   1.36553e-01             1.27500e+00             9.36275e-03
   1.36104e-01             1.27500e+00             9.40853e-03
   1.35507e-01             1.27500e+00             9.46945e-03
   1.34763e-01             1.27500e+00             9.54542e-03
   1.33872e-01             1.27500e+00             9.63630e-03
   1.32837e-01             1.27500e+00             9.74197e-03
   1.31659e-01             1.27500e+00             9.86223e-03
   1.30339e-01             1.27500e+00             9.99764e-03
   1.28880e-01             1.27500e+00             1.01553e-02
   1.27284e-01             1.27500e+00             1.03277e-02
   1.25553e-01             1.27500e+00             1.05217e-02
   1.23691e-01             1.27500e+00             1.07354e-02
   1.21700e-01             1.27500e+00             1.09675e-02
   1.19583e-01             1.27500e+00             1.12222e-02
   1.17345e-01             1.27500e+00             1.14938e-02
   1.14987e-01             1.27500e+00             1.17900e-02
   1.12515e-01             1.27500e+00             1.21022e-02
   1.09932e-01             1.27500e+00             1.24391e-02
   1.07243e-01             1.27500e+00             1.27917e-02
   1.04451e-01             1.27500e+00             1.31695e-02
   1.01562e-01             1.27500e+00             1.35635e-02
   9.85791e-02             1.27500e+00             1.39840e-02
   9.55081e-02             1.27500e+00             1.44213e-02
   9.23533e-02             1.27500e+00             1.48834e-02
   8.91205e-02             1.27500e+00             1.53604e-02
   8.58147e-02             1.27500e+00             1.58544e-02
   8.24416e-02             1.27500e+00             1.63605e-02
   7.90067e-02             1.27500e+00             1.68778e-02
   7.55159e-02             1.27500e+00             1.73997e-02
   7.19747e-02             1.27500e+00             1.79269e-02
   6.83899e-02             1.27500e+00             1.84453e-02
   6.47664e-02             1.27500e+00             1.89655e-02
   6.11124e-02             1.27500e+00             1.94533e-02
   5.74319e-02             1.27500e+00             1.99362e-02
   5.37331e-02             1.27500e+00             2.03797e-02
   5.00206e-02             1.27500e+00             2.08053e-02
   4.63015e-02             1.27500e+00             2.11937e-02
   4.25820e-02             1.27500e+00             2.15456e-02
   3.88676e-02             1.27500e+00             2.18651e-02
   3.51662e-02             1.27500e+00             2.21235e-02
   3.14814e-02             1.27500e+00             2.23593e-02
   2.78236e-02             1.27500e+00             2.25032e-02
   2.41943e-02             1.27500e+00             2.26231e-02
   2.06043e-02             1.27500e+00             2.26448e-02
   1.70561e-02             1.27500e+00             2.26173e-02
   1.35579e-02             1.27500e+00             2.25051e-02
   1.01156e-02             1.27500e+00             2.23037e-02
   6.73303e-03             1.27500e+00             2.20407e-02
   3.41965e-03             1.27500e+00             2.16571e-02
   1.74602e-04             1.27500e+00             2.12463e-02
  -2.98883e-03             1.27500e+00             2.06895e-02
  -6.07353e-03             1.27500e+00             2.01069e-02
  -9.06959e-03             1.27500e+00             1.94266e-02
  -1.19752e-02             1.27500e+00             1.86951e-02
  -1.47856e-02             1.27500e+00             1.79120e-02
  -1.74947e-02             1.27500e+00             1.70576e-02
  -2.01024e-02             1.27500e+00             1.61958e-02
  -2.25986e-02             1.27500e+00             1.52401e-02
  -2.49859e-02             1.27500e+00             1.42939e-02
  -2.72556e-02             1.27500e+00             1.32830e-02
  -2.94078e-02             1.27500e+00             1.22677e-02
  -3.14378e-02             1.27500e+00             1.12314e-02
  -3.33420e-02             1.27500e+00             1.01706e-02
  -3.51203e-02             1.27500e+00             9.13264e-03
  -3.67650e-02             1.27500e+00             8.04600e-03
  -3.82799e-02             1.27500e+00             7.01041e-03
  -3.96561e-02             1.27500e+00             5.93000e-03
  -4.08970e-02             1.27500e+00             4.89036e-03
  -4.19972e-02             1.27500e+00             3.84552e-03
  -4.29556e-02             1.27500e+00             2.80395e-03
  -4.37741e-02             1.27500e+00             1.82085e-03
  -4.44437e-02             1.27500e+00             7.81107e-04
  -4.49757e-02             1.27500e+00            -1.25722e-04
  -4.53527e-02             1.27500e+00            -1.14577e-03
  -4.55823e-02             1.27500e+00            -2.15613e-03
  -4.56697e-02             1.27500e+00            -3.07214e-03
  -4.56697e-02             1.27500e+00            -3.07214e-03
  -4.54706e-02             1.27500e+00            -3.82074e-03
  -4.51215e-02             1.27500e+00            -4.59096e-03
  -4.46279e-02             1.27500e+00            -5.30808e-03
  -4.39957e-02             1.27500e+00            -5.89453e-03
  -4.32119e-02             1.27500e+00            -6.55760e-03
  -4.22868e-02             1.27500e+00            -7.16230e-03
  -4.12155e-02             1.27500e+00            -7.80342e-03
  -4.00025e-02             1.27500e+00            -8.43746e-03
  -3.86501e-02             1.27500e+00            -9.06031e-03
  -3.71586e-02             1.27500e+00            -9.69891e-03
  -3.55342e-02             1.27500e+00            -1.02938e-02
  -3.37752e-02             1.27500e+00            -1.09120e-02
  -3.18890e-02             1.27500e+00            -1.14805e-02
  -2.98753e-02             1.27500e+00            -1.20518e-02
  -2.77396e-02             1.27500e+00            -1.25905e-02
  -2.54849e-02             1.27500e+00            -1.31027e-02
  -2.31140e-02             1.27500e+00            -1.36004e-02
  -2.06336e-02             1.27500e+00            -1.40412e-02
  -1.80439e-02             1.27500e+00            -1.44782e-02
  -1.53542e-02             1.27500e+00            -1.48387e-02
  -1.25647e-02             1.27500e+00            -1.51820e-02
  -9.68327e-03             1.27500e+00            -1.54580e-02
  -6.71348e-03             1.27500e+00            -1.56827e-02
  -3.66010e-03             1.27500e+00            -1.58564e-02
  -5.30407e-04             1.27500e+00            -1.59443e-02
   2.67432e-03             1.27500e+00            -1.60028e-02
   5.94251e-03             1.27500e+00            -1.59370e-02
   9.27502e-03             1.27500e+00            -1.58384e-02
   1.26608e-02             1.27500e+00            -1.56235e-02
   1.60978e-02             1.27500e+00            -1.53430e-02
   1.95786e-02             1.27500e+00            -1.49713e-02
   2.30969e-02             1.27500e+00            -1.44980e-02
   2.66496e-02             1.27500e+00            -1.39637e-02
   3.02257e-02             1.27500e+00            -1.32908e-02
   3.38261e-02             1.27500e+00            -1.25796e-02
   3.74369e-02             1.27500e+00            -1.17127e-02
   4.10597e-02             1.27500e+00            -1.08015e-02
   4.46838e-02             1.27500e+00            -9.77503e-03
   4.83074e-02             1.27500e+00            -8.69560e-03
   5.19239e-02             1.27500e+00            -7.55678e-03
   5.55286e-02             1.27500e+00            -6.37594e-03
   5.91172e-02             1.27500e+00            -5.17643e-03
   6.26833e-02             1.27500e+00            -3.95540e-03
   6.62229e-02             1.27500e+00            -2.73833e-03
   6.97317e-02             1.27500e+00            -1.54912e-03
   7.32036e-02             1.27500e+00            -3.84234e-04
   7.66354e-02             1.27500e+00             7.16918e-04
   8.00205e-02             1.27500e+00             1.77119e-03
   8.33549e-02             1.27500e+00             2.75053e-03
   8.66327e-02             1.27500e+00             3.66475e-03
   8.98485e-02             1.27500e+00             4.51217e-03
   9.29979e-02             1.27500e+00             5.27682e-03
   9.60743e-02             1.27500e+00             5.98421e-03
   9.90752e-02             1.27500e+00             6.59261e-03
   1.01992e-01             1.27500e+00             7.15382e-03
   1.04824e-01             1.27500e+00             7.61119e-03
   1.07563e-01             1.27500e+00             8.03305e-03
   1.10206e-01             1.27500e+00             8.35744e-03
   1.12747e-01             1.27500e+00             8.65575e-03
   1.15184e-01             1.27500e+00             8.86328e-03
   1.17509e-01             1.27500e+00             9.04921e-03
   1.19721e-01             1.27500e+00             9.15983e-03
   1.21815e-01             1.27500e+00             9.24953e-03
   1.23788e-01             1.27500e+00             9.28723e-03
   1.25635e-01             1.27500e+00             9.30061e-03
   1.27353e-01             1.27500e+00             9.29203e-03
   1.28940e-01             1.27500e+00             9.25452e-03
   1.30391e-01             1.27500e+00             9.22023e-03
   1.31706e-01             1.27500e+00             9.15669e-03
   1.32880e-01             1.27500e+00             9.09694e-03
   1.33912e-01             1.27500e+00             9.04445e-03
   1.34800e-01             1.27500e+00             8.99930e-03
   1.35542e-01             1.27500e+00             8.96156e-03
   1.36136e-01             1.27500e+00             8.93129e-03
   1.36583e-01             1.27500e+00             8.90855e-03
   1.36882e-01             1.27500e+00             8.89337e-03
   1.37031e-01             1.27500e+00             8.88577e-03
  -4.56697e-02             1.27500e+00            -3.07214e-03

  -3.75222e-02             1.56250e+00            -9.65940e-04
   1.12565e-01             1.56250e+00             2.98037e-03
   1.12442e-01             1.56250e+00             2.99799e-03
   1.12198e-01             1.56250e+00             3.03320e-03
   1.11832e-01             1.56250e+00             3.08594e-03
   1.11345e-01             1.56250e+00             3.15613e-03
   1.10738e-01             1.56250e+00             3.24365e-03
   1.10011e-01             1.56250e+00             3.34836e-03
   1.09166e-01             1.56250e+00             3.47010e-03
   1.08205e-01             1.56250e+00             3.60866e-03
   1.07128e-01             1.56250e+00             3.76442e-03
   1.05938e-01             1.56250e+00             3.94316e-03
   1.04636e-01             1.56250e+00             4.13865e-03
   1.03225e-01             1.56250e+00             4.35635e-03
   1.01706e-01             1.56250e+00             4.59469e-03
   1.00083e-01             1.56250e+00             4.85249e-03
   9.83575e-02             1.56250e+00             5.13304e-03
   9.65326e-02             1.56250e+00             5.43158e-03
   9.46113e-02             1.56250e+00             5.75434e-03
   9.25967e-02             1.56250e+00             6.09407e-03
   9.04919e-02             1.56250e+00             6.45785e-03
   8.83006e-02             1.56250e+00             6.83809e-03
   8.60260e-02             1.56250e+00             7.24244e-03
   8.36721e-02             1.56250e+00             7.66340e-03
   8.12424e-02             1.56250e+00             8.10916e-03
   7.87411e-02             1.56250e+00             8.57182e-03
   7.61720e-02             1.56250e+00             9.05750e-03
   7.35395e-02             1.56250e+00             9.55817e-03
   7.08478e-02             1.56250e+00             1.00752e-02
   6.81014e-02             1.56250e+00             1.06044e-02
   6.53047e-02             1.56250e+00             1.11449e-02
   6.24623e-02             1.56250e+00             1.16910e-02
   5.95789e-02             1.56250e+00             1.22433e-02
   5.66594e-02             1.56250e+00             1.27897e-02
   5.37083e-02             1.56250e+00             1.33390e-02
   5.07311e-02             1.56250e+00             1.38628e-02
   4.77320e-02             1.56250e+00             1.43834e-02
   4.47166e-02             1.56250e+00             1.48724e-02
   4.16893e-02             1.56250e+00             1.53472e-02
   3.86554e-02             1.56250e+00             1.57918e-02
   3.56199e-02             1.56250e+00             1.62064e-02
   3.25874e-02             1.56250e+00             1.65943e-02
   2.95637e-02             1.56250e+00             1.69318e-02
   2.65526e-02             1.56250e+00             1.72501e-02
   2.35606e-02             1.56250e+00             1.74922e-02
   2.05912e-02             1.56250e+00             1.77137e-02
   1.76505e-02             1.56250e+00             1.78535e-02
   1.47425e-02             1.56250e+00             1.79515e-02
   1.18725e-02             1.56250e+00             1.79783e-02
   9.04538e-03             1.56250e+00             1.79302e-02
   6.26506e-03             1.56250e+00             1.78296e-02
   3.53733e-03             1.56250e+00             1.76279e-02
   8.64659e-04             1.56250e+00             1.74015e-02
  -1.74610e-03             1.56250e+00             1.70528e-02
  -4.29323e-03             1.56250e+00             1.66802e-02
  -6.77106e-03             1.56250e+00             1.62245e-02
  -9.17653e-03             1.56250e+00             1.57239e-02
  -1.15057e-02             1.56250e+00             1.51777e-02
  -1.37544e-02             1.56250e+00             1.45697e-02
  -1.59202e-02             1.56250e+00             1.39523e-02
  -1.79978e-02             1.56250e+00             1.32540e-02
  -1.99859e-02             1.56250e+00             1.25598e-02
  -2.18798e-02             1.56250e+00             1.18087e-02
  -2.36776e-02             1.56250e+00             1.10500e-02
  -2.53760e-02             1.56250e+00             1.02698e-02
  -2.69722e-02             1.56250e+00             9.46538e-03
  -2.84644e-02             1.56250e+00             8.67534e-03
  -2.98489e-02             1.56250e+00             7.84090e-03
  -3.11253e-02             1.56250e+00             7.04388e-03
  -3.22895e-02             1.56250e+00             6.20541e-03
  -3.33414e-02             1.56250e+00             5.39577e-03
  -3.42784e-02             1.56250e+00             4.57708e-03
  -3.50990e-02             1.56250e+00             3.75626e-03
  -3.58030e-02             1.56250e+00             2.97859e-03
  -3.63869e-02             1.56250e+00             2.14945e-03
  -3.68536e-02             1.56250e+00             1.42454e-03
  -3.71971e-02             1.56250e+00             6.01602e-04
  -3.74196e-02             1.56250e+00            -2.18407e-04
  -3.75222e-02             1.56250e+00            -9.65940e-04
  -3.75222e-02             1.56250e+00            -9.65940e-04
  -3.73846e-02             1.56250e+00            -1.58604e-03
  -3.71247e-02             1.56250e+00            -2.22895e-03
  -3.67446e-02             1.56250e+00            -2.83326e-03
  -3.62466e-02             1.56250e+00            -3.33522e-03
  -3.56269e-02             1.56250e+00            -3.90511e-03
  -3.48895e-02             1.56250e+00            -4.43197e-03
  -3.40335e-02             1.56250e+00            -4.99364e-03
  -3.30613e-02             1.56250e+00            -5.55431e-03
  -3.19744e-02             1.56250e+00            -6.11055e-03
  -3.07740e-02             1.56250e+00            -6.68442e-03
  -2.94634e-02             1.56250e+00            -7.22702e-03
  -2.80431e-02             1.56250e+00            -7.79321e-03
  -2.65171e-02             1.56250e+00            -8.32308e-03
  -2.48866e-02             1.56250e+00            -8.85957e-03
  -2.31551e-02             1.56250e+00            -9.37344e-03
  -2.13252e-02             1.56250e+00            -9.86971e-03
  -1.93996e-02             1.56250e+00            -1.03580e-02
  -1.73823e-02             1.56250e+00            -1.08033e-02
  -1.52754e-02             1.56250e+00            -1.12494e-02
  -1.30839e-02             1.56250e+00            -1.16361e-02
  -1.08101e-02             1.56250e+00            -1.20121e-02
  -8.45867e-03             1.56250e+00            -1.23361e-02
  -6.03310e-03             1.56250e+00            -1.26211e-02
  -3.53732e-03             1.56250e+00            -1.28671e-02
  -9.76101e-04             1.56250e+00            -1.30454e-02
   1.64759e-03             1.56250e+00            -1.32022e-02
   4.32752e-03             1.56250e+00            -1.32592e-02
   7.06124e-03             1.56250e+00            -1.32916e-02
   9.84257e-03             1.56250e+00            -1.32306e-02
   1.26681e-02             1.56250e+00            -1.31175e-02
   1.55326e-02             1.56250e+00            -1.29312e-02
   1.84312e-02             1.56250e+00            -1.26629e-02
   2.13602e-02             1.56250e+00            -1.23458e-02
   2.43130e-02             1.56250e+00            -1.19159e-02
   2.72870e-02             1.56250e+00            -1.14555e-02
   3.02749e-02             1.56250e+00            -1.08679e-02
   3.32740e-02             1.56250e+00            -1.02443e-02
   3.62782e-02             1.56250e+00            -9.52647e-03
   3.92837e-02             1.56250e+00            -8.76514e-03
   4.22854e-02             1.56250e+00            -7.95492e-03
   4.52790e-02             1.56250e+00            -7.10987e-03
   4.82598e-02             1.56250e+00            -6.24897e-03
   5.12231e-02             1.56250e+00            -5.36968e-03
   5.41645e-02             1.56250e+00            -4.49274e-03
   5.70797e-02             1.56250e+00            -3.63757e-03
   5.99638e-02             1.56250e+00            -2.80108e-03
   6.28130e-02             1.56250e+00            -2.01545e-03
   6.56222e-02             1.56250e+00            -1.26663e-03
   6.83875e-02             1.56250e+00            -5.77493e-04
   7.11040e-02             1.56250e+00             6.02121e-05
   7.37675e-02             1.56250e+00             6.45296e-04
   7.63739e-02             1.56250e+00             1.16482e-03
   7.89184e-02             1.56250e+00             1.63991e-03
   8.13978e-02             1.56250e+00             2.03646e-03
   8.38068e-02             1.56250e+00             2.39719e-03
   8.61428e-02             1.56250e+00             2.67573e-03
   8.84006e-02             1.56250e+00             2.92837e-03
   9.05777e-02             1.56250e+00             3.10436e-03
   9.26691e-02             1.56250e+00             3.26250e-03
   9.46728e-02             1.56250e+00             3.34975e-03
   9.65840e-02             1.56250e+00             3.42313e-03
   9.84008e-02             1.56250e+00             3.43860e-03
   1.00119e-01             1.56250e+00             3.44099e-03
   1.01737e-01             1.56250e+00             3.40487e-03
   1.03251e-01             1.56250e+00             3.35310e-03
   1.04658e-01             1.56250e+00             3.28772e-03
   1.05957e-01             1.56250e+00             3.20309e-03
   1.07145e-01             1.56250e+00             3.12571e-03
   1.08220e-01             1.56250e+00             3.02899e-03
   1.09180e-01             1.56250e+00             2.94015e-03
   1.10024e-01             1.56250e+00             2.86210e-03
   1.10749e-01             1.56250e+00             2.79496e-03
   1.11356e-01             1.56250e+00             2.73885e-03
   1.11842e-01             1.56250e+00             2.69384e-03
   1.12208e-01             1.56250e+00             2.66003e-03
   1.12452e-01             1.56250e+00             2.63745e-03
   1.12574e-01             1.56250e+00             2.62616e-03
  -3.75222e-02             1.56250e+00            -9.65940e-04

  -3.17886e-02             1.85000e+00             8.77176e-05
   9.53661e-02             1.85000e+00            -1.93218e-04
   9.52630e-02             1.85000e+00            -1.75352e-04
   9.50570e-02             1.85000e+00            -1.39650e-04
   9.47485e-02             1.85000e+00            -8.61693e-05
   9.43379e-02             1.85000e+00            -1.49965e-05
   9.38258e-02             1.85000e+00             7.37527e-05
   9.32132e-02             1.85000e+00             1.79935e-04
   9.25011e-02             1.85000e+00             3.03377e-04
   9.16905e-02             1.85000e+00             4.43879e-04
   9.07828e-02             1.85000e+00             6.01726e-04
   8.97795e-02             1.85000e+00             7.81765e-04
   8.86821e-02             1.85000e+00             9.78673e-04
   8.74926e-02             1.85000e+00             1.19703e-03
   8.62127e-02             1.85000e+00             1.43544e-03
   8.48447e-02             1.85000e+00             1.69286e-03
   8.33907e-02             1.85000e+00             1.97201e-03
   8.18530e-02             1.85000e+00             2.26878e-03
   8.02342e-02             1.85000e+00             2.58839e-03
   7.85369e-02             1.85000e+00             2.92460e-03
   7.67638e-02             1.85000e+00             3.28337e-03
   7.49179e-02             1.85000e+00             3.65814e-03
   7.30021e-02             1.85000e+00             4.05534e-03
   7.10195e-02             1.85000e+00             4.46852e-03
   6.89733e-02             1.85000e+00             4.90452e-03
   6.68669e-02             1.85000e+00             5.35655e-03
   6.47037e-02             1.85000e+00             5.82971e-03
   6.24872e-02             1.85000e+00             6.31709e-03
   6.02210e-02             1.85000e+00             6.81973e-03
   5.79087e-02             1.85000e+00             7.33400e-03
   5.55541e-02             1.85000e+00             7.85909e-03
   5.31610e-02             1.85000e+00             8.39002e-03
   5.07333e-02             1.85000e+00             8.92711e-03
   4.82750e-02             1.85000e+00             9.46019e-03
   4.57899e-02             1.85000e+00             9.99643e-03
   4.32821e-02             1.85000e+00             1.05117e-02
   4.07557e-02             1.85000e+00             1.10248e-02
   3.82147e-02             1.85000e+00             1.15115e-02
   3.56634e-02             1.85000e+00             1.19865e-02
   3.31057e-02             1.85000e+00             1.24361e-02
   3.05459e-02             1.85000e+00             1.28603e-02
   2.79881e-02             1.85000e+00             1.32619e-02
   2.54364e-02             1.85000e+00             1.36206e-02
   2.28950e-02             1.85000e+00             1.39627e-02
   2.03679e-02             1.85000e+00             1.42399e-02
   1.78594e-02             1.85000e+00             1.44991e-02
   1.53733e-02             1.85000e+00             1.46884e-02
   1.29138e-02             1.85000e+00             1.48415e-02
   1.04848e-02             1.85000e+00             1.49335e-02
   8.09026e-03             1.85000e+00             1.49609e-02
   5.73408e-03             1.85000e+00             1.49429e-02
   3.41999e-03             1.85000e+00             1.48379e-02
   1.15192e-03             1.85000e+00             1.47108e-02
  -1.06670e-03             1.85000e+00             1.44785e-02
  -3.23202e-03             1.85000e+00             1.42246e-02
  -5.34068e-03             1.85000e+00             1.38986e-02
  -7.38917e-03             1.85000e+00             1.35329e-02
  -9.37416e-03             1.85000e+00             1.31267e-02
  -1.12925e-02             1.85000e+00             1.26662e-02
  -1.31409e-02             1.85000e+00             1.21958e-02
  -1.49166e-02             1.85000e+00             1.16548e-02
  -1.66165e-02             1.85000e+00             1.11151e-02
  -1.82379e-02             1.85000e+00             1.05249e-02
  -1.97782e-02             1.85000e+00             9.92596e-03
  -2.12348e-02             1.85000e+00             9.30652e-03
  -2.26055e-02             1.85000e+00             8.66401e-03
  -2.38879e-02             1.85000e+00             8.03119e-03
  -2.50800e-02             1.85000e+00             7.35818e-03
  -2.61798e-02             1.85000e+00             6.71424e-03
  -2.71857e-02             1.85000e+00             6.03252e-03
  -2.80958e-02             1.85000e+00             5.37248e-03
  -2.89087e-02             1.85000e+00             4.70201e-03
  -2.96232e-02             1.85000e+00             4.02693e-03
  -3.02380e-02             1.85000e+00             3.38556e-03
  -3.07523e-02             1.85000e+00             2.69772e-03
  -3.11649e-02             1.85000e+00             2.09530e-03
  -3.14756e-02             1.85000e+00             1.40691e-03
  -3.16837e-02             1.85000e+00             7.18081e-04
  -3.17886e-02             1.85000e+00             8.77176e-05
  -3.17886e-02             1.85000e+00             8.77176e-05
  -3.16870e-02             1.85000e+00            -4.40563e-04
  -3.14826e-02             1.85000e+00            -9.91103e-04
  -3.11754e-02             1.85000e+00            -1.51187e-03
  -3.07658e-02             1.85000e+00            -1.94884e-03
  -3.02550e-02             1.85000e+00            -2.44624e-03
  -2.96435e-02             1.85000e+00            -2.91006e-03
  -2.89324e-02             1.85000e+00            -3.40621e-03
  -2.81228e-02             1.85000e+00            -3.90432e-03
  -2.72161e-02             1.85000e+00            -4.40145e-03
  -2.62138e-02             1.85000e+00            -4.91624e-03
  -2.51173e-02             1.85000e+00            -5.40721e-03
  -2.39286e-02             1.85000e+00            -5.92081e-03
  -2.26495e-02             1.85000e+00            -6.40620e-03
  -2.12822e-02             1.85000e+00            -6.89973e-03
  -1.98287e-02             1.85000e+00            -7.37654e-03
  -1.82915e-02             1.85000e+00            -7.84083e-03
  -1.66731e-02             1.85000e+00            -8.30065e-03
  -1.49761e-02             1.85000e+00            -8.72637e-03
  -1.32032e-02             1.85000e+00            -9.15480e-03
  -1.13573e-02             1.85000e+00            -9.53504e-03
  -9.44141e-03             1.85000e+00            -9.90824e-03
  -7.45857e-03             1.85000e+00            -1.02393e-02
  -5.41203e-03             1.85000e+00            -1.05391e-02
  -3.30510e-03             1.85000e+00            -1.08076e-02
  -1.14114e-03             1.85000e+00            -1.10204e-02
   1.07622e-03             1.85000e+00            -1.12164e-02
   3.34360e-03             1.85000e+00            -1.13293e-02
   5.65711e-03             1.85000e+00            -1.14227e-02
   8.01319e-03             1.85000e+00            -1.14382e-02
   1.04079e-02             1.85000e+00            -1.14106e-02
   1.28374e-02             1.85000e+00            -1.13220e-02
   1.52978e-02             1.85000e+00            -1.11648e-02
   1.77850e-02             1.85000e+00            -1.09671e-02
   2.02952e-02             1.85000e+00            -1.06744e-02
   2.28240e-02             1.85000e+00            -1.03564e-02
   2.53676e-02             1.85000e+00            -9.93104e-03
   2.79217e-02             1.85000e+00            -9.47553e-03
   3.04822e-02             1.85000e+00            -8.94029e-03
   3.30450e-02             1.85000e+00            -8.36830e-03
   3.56057e-02             1.85000e+00            -7.75482e-03
   3.81604e-02             1.85000e+00            -7.11166e-03
   4.07047e-02             1.85000e+00            -6.45478e-03
   4.32345e-02             1.85000e+00            -5.78190e-03
   4.57458e-02             1.85000e+00            -5.11049e-03
   4.82343e-02             1.85000e+00            -4.45687e-03
   5.06961e-02             1.85000e+00            -3.81832e-03
   5.31271e-02             1.85000e+00            -3.22198e-03
   5.55234e-02             1.85000e+00            -2.65584e-03
   5.78810e-02             1.85000e+00            -2.13916e-03
   6.01962e-02             1.85000e+00            -1.66485e-03
   6.24652e-02             1.85000e+00            -1.23381e-03
   6.46842e-02             1.85000e+00            -8.56891e-04
   6.68498e-02             1.85000e+00            -5.16089e-04
   6.89583e-02             1.85000e+00            -2.40210e-04
